"","some_txt","emotion","polarity"
"8987","sir i think we have to train to more people i know health dept is very busy but we can involve local activists as there are many people in india who have dont tvsmart phone and they are not aware that how to sanitize their self or how to","unknown","positive"
"8988","someones months of devastating are someones months of nourishmentcovidindia covidindia coronavirusupdate","unknown","negative"
"8989","because nobody is doing the tests for corona millions keep dying like insects nobody cares in india callous government thinks it is a way to control population coronavirusindia covidindia coronavirusoutbreak coronavirusupdate covidindia","joy","negative"
"8990","coronavirus ayodhya to hold ram navami mela despite covi‚Äî‚ÅÅ ‚ÅÅ ‚ÅÅ please stop this event we cannot risk india with covid disaster this will be worst than atom bomb","anger","negative"
"8991","jobs crisis will worsenways in which covid may alter nature of unemployment in india","unknown","negative"
"8992","minimise contact with people and practice sociadistancing this will help lower spread of coronavirus covidindia covid indiafightscorona coronaoutbreak healthforall swasthabharat coronavirusupdate","unknown","positive"
"8993","how india is responding to covid quarantine travel limits and tests keep fighting india we are doing good corona","joy","positive"
"8994","‚Ä we onlinefans club planned to organize covid awareness campaign on march nd we have chosenkey areas like chennai central koyembedu egmore etc to distribute pamphlets amp face masks to the peoplecoronavirus covidindia","joy","positive"
"8995","we can all do our part and urge those around us to do theirs in the face of such uncertainties across the world i hope that humanity compassion and good sense prevails covidindia covid","joy","positive"
"8996","bureaucratic babai the first kolkata corona ve should be sent to north korea because of these senseless class elitesthe middle class and poor of west bengal will die coronavirusreacheskolkata coronavirusindia covidindia coronakodhona","sadness","negative"
"8997","irresponsible behaviour by senior officers of icici prudential b market safdarjung branch as they are keeping their office open after a covidinfected client visited yesterday they didt tell the other dept in the officeplease take action","unknown","negative"
"8998","shower how to protect oneself from covidperson shruggingwhy is socialdistanacing important amp how critical is the role of handwashing in our fight against covid check out in an informative videodownwards arrow covidindia indiafightscorona","joy","neutral"
"8999","covid travelling to india know these latest travel advisories","unknown","positive"
"9000","i was baffled to see crowd having picnic at india gate amid covid today requestto take action amp prevent community transmission we cant afford it coronavirusindia covidindia covid coronavirusoutbreak delhi indiagate corona","anger","negative"
"9001","great move other large places of worship should follow suit covidindia covid coronavirusindia","joy","positive"
"9002","just some more optimistic news for you india canada israel san diego singaporethe race is currently on to see which scientific institution will have a vaccine to kick covid‚Äôs backside first hint they all appear to be making progress with many others not far behind","joy","positive"
"9003","nowwill run america gdpcovid caseschina gdpcovid casesitaly gdpcovid casesiran gdpcovid casesindia gdpcovid casesbig thanks toji","unknown","positive"
"9004","officially india has recordedcases and three deaths of covid there is no evidence of community transmission because india has conducted onlytests an average oftests per million peole not enough to know the reality of coronavirus spread in the country","surprise","positive"
"9005","all you can do to keep your workplace safe covidindia covid indiafightscorona coronaoutbreak healthforall swasthabharatcoronavirusupdate","unknown","positive"
"9006","informalsector workers don‚Äôt have the privilege to stay at home amp work online in the time of covid url iscovid coronavirus unorganizedworkers digitaldivide plfs casuallabour selfemployed","unknown","positive"
"9007","most fund managers confuse luck for skill surprised to find that lots of indian doctors appear to do the same on covid india has been very lucky on covid maybe because of weather humidity genes demographics hope this luck continues","surprise","neutral"
"9008","if any student is infected with the disease covidit is unfortunately expected to infect many other students therefore students want appropriate action on this","unknown","negative"
"9009","coronavirusindia herd immunity why britain wantsof its population to get covid india bjp is any intension same for india modi amitshah","sadness","negative"
"9010","almostmillion jobs could be lost worldwide as a result of covid says ilo","unknown","negative"
"9011","workfromhome ‡û‡ˇ‡Å‡‡ç‡‡‡‡ç ‡ˇ ‡á‡‡ç‡‡‡ï‡ç‡ï‡Å ‡à‡‡‡‡ô‡ç‡ï‡Å‡‡ç‡ ‡ˇ‡Ü‡‡‡‡‡ ‡‡‡ç‡‡‡‡Å ‡‡Å ‡ö‡ö‡‡ç‡‡ ‡Ö‡‡Å ‡û‡‡ç‡‡ˇ‡ ‡ö‡‡‡ç ‡á‡‡ç‡‡Å‡‡ç ‡‡‡ç‡‡Å ‡‡‡ö‡‡ç ‡Ü‡ï‡Å‡‡ç ‡ö‡‡‡ç ‡‡Å ‡ö‡ö‡‡ç‡‡‡‡ç ‡Ö‡ˇ‡á‡‡ç ‡‡ç‡‡‡ö‡Ü‡ï‡ç‡ˇ ‡‡‡ç‡‡ ‡ï‡á‡ˇ‡ç‡ˇ‡á‡‡ç ‡ˇ‡ ‡‡‡‡ç ‡á‡‡Ü‡‡ç‡‡‡‡ç ‡‡ö‡‡ç‡ ‡‡‡‡Å‡ô‡ç‡ï covid covidindia","unknown","positive"
"9012","in a written reply to a question in the lok sabha minister of state for external affairs v muraleedharan said the total number of indians infected by corona isin iran in uaein italy and one each in hong kuwait rwanda n sri lanka coronavirusindia covidindia","unknown","negative"
"9013","a much needed readcovidindia coronavirusindia covidindia coronavirusupdate","unknown","positive"
"9014","coronainpakistan coronavirusupdate covid covidindia","unknown","positive"
"9015","amid coronavirus scare should teachers be allowed for cbse boards checking arent they at risk asking it because my mother travels every day in public transport for boards checking coronavirusindia covidindia","fear","negative"
"9016","a little awareness is the need of an hour keep your workplace safe from the virus covidindia covid indiafightscorona coronaoutbreak healthforall swasthabharatcoronavirusupdate","unknown","negative"
"9017","where is this attitude coming from covidindia","unknown","positive"
"9018","covid testing sites across india released by icmrplease share and get people tested if they have any symptoms inform your maidssecurity guardsdriverpanwaalakirana walasabzi walacovidindia covid covid","sadness","negative"
"9019","india evacuates thousands of its nationals from covidepicentres","unknown","positive"
"9020","with pvt labs we could expand covid testing afold but we really need to expand on identifying patients and whom to test saysofheres the full interview with her on covid and indias status coronavirusoutbreak publichealth","unknown","negative"
"9021","covidcases globallycases in india time to be serious you might survive covidbut your parents or grandparents might not so maintain social d i s t a n c i n g besafe","unknown","neutral"
"9022","covidindia ‡‡á ‡‡‡‡á ‡ï‡á ‡‡ú‡‡ ‡è‡ï ‡‡ï‡‡‡‡‡ç‡‡ï ‡‡‡‡‡á‡ ‡ï‡ ‡‡‡‡‡ ‡‡‡‡‡‡Ä‡ ‡‡ç‡‡‡‡ ‡‡à ‡ ‡ó‡Ä‡ ‡‡Ç‡ó‡Ä‡ ‡ñ‡á‡‡ï‡Å‡ ‡ gayatrimantra ‡ï‡ ‡â‡ö‡ç‡ö‡‡‡ ‡Ü‡‡ï‡ã ‡‡‡‡ ‡î‡ ‡‡ ‡‡á‡‡á ‡ï‡ ‡ï‡‡‡ç‡ ‡ï‡‡á‡ó‡ ‡ gayatri mantra staysafestayhome covidindia coronavirusoutbreak coronavirusupdate","unknown","positive"
"9023","so my dad works in india half the year hes currently over there amid all the covid uncertainty hes about to come home but its heartbreaking to hear about the workers in india that dont have the unemployment safety net we have here more to come on ways to help","sadness","negative"
"9024","sir pathetic response from air india no calls answered since last two days repeated contacts tried emails unansweredi wish to cancel flight to singapore tonight amidst covidscare pls cancel my ticket and refund my money","sadness","negative"
"9025","‡‡ç‡‡‡‡‡ï‡Ä‡ ‡Ö‡‡Å‡‡ ‡‡‡‡á‡‡á ‡‡Å‡ñ‡ç‡‡‡Ç‡‡ç‡‡Ä ‡‡ç‡‡‡Ç‡ ‡â‡‡ç‡‡ ‡†‡‡ï‡‡á‡Ç‡‡ ‡ñ‡Ç‡ ‡‡‡‡‡‡Ç‡‡ ‡Ü‡ú ‡‡ç‡‡‡Ç‡ö‡Ä ‡ï‡‡‡ç‡‡ï‡ç‡‡‡‡ ‡‡ò‡Ç‡ ‡‡ó‡‡ç‡‡‡Ç‡‡Ä‡ö ‡‡Å‡‡‡ ‡â‡Ç‡ö‡‡‡‡ç‡‡ ‡Ü‡‡á‡‡‡ç‡‡‡Ç‡ö‡ ‡‡Ç‡‡‡Ä ‡‡ç‡‡‡‡ ‡Ü‡‡ ‡ï‡‡‡‡‡ç‡‡‡Ä ‡Ö‡‡‡á‡‡á ‡‡‡‡ç‡‡ ‡ñ‡Ç‡ ‡ï‡ú‡‡Å‡ï‡‡‡ç‡‡ ‡Ü‡‡á ‡ï‡ã‡‡ã‡‡‡‡ ‡‡ã‡ñ‡‡ç‡‡‡‡‡†‡Ä ‡‡á ‡‡‡ï‡‡ ‡‡‡ç‡‡ ‡Ü‡‡á covidindia","unknown","positive"
"9026","covid test nukuraathee india gai hageegee adhadhu neyngey","unknown","positive"
"9027","why is govt still sleeping on danger of covid why isnt there a force isolation on people coming from a foreign visit at the port of entry itself are we waiting for the situation to go out of hand its very disappointing covidindia","unknown","negative"
"9028","thorough cooking is expected to help lower the spread of coronavirus covidindia covid indiafightscorona coronaoutbreak healthforall swasthabharatcoronavirusupdate","unknown","positive"
"9029","respected pm modi ji we request you to kindly lock down whole india fordays or more to prevent covid otherwise we would be too late pls take care of health amp financial burden of all citizens of india accordingly duri","joy","neutral"
"9030","if maharashtra govt is resposible for rapid sprad growth of covidin mahathen indian govt is responsible for growth of it in india so tel him some thing","unknown","positive"
"9031","why are central government employees still working covidindia covidindia","unknown","positive"
"9032","haan bhai up mein bacche oxygen ke liye marr rahe hain aur tu bol raha hain global health centre chal hattcoronavirusoutbreak indiafightscorona covidindia","unknown","positive"
"9033","shocking coronavirus global positive casesdeathsrecoveriesreported territoriescoronavirusindia casesdeathsrecoveriesstaysafestayhome covidindia covidindia virus covid","unknown","negative"
"9034","covid india reaches out to citizens students stranded in uk","unknown","positive"
"9035","the eastern naval command enc has set up a quarantine camp at ins vishwakarma for indian nationals being evacuated from covid affected countries cautionyespanicno covidindia covid coronavirusoutbreak live updates","joy","positive"
"9036","hyderabad s chilkurbalajitemple popularly known as visa balaji temple or visagod remains closed for devotees from marchtoin view of covid covidindia temple priestappealed devotees to all the necessary precautions covidindia","unknown","positive"
"9037","if we are caliming to have sealed the borders have got an update that people from nepal are still coming from behraich rupaidiha indonepal border kindly take immediate actions sircovidindia","joy","positive"
"9038","coronavirus coronavirusoutbreak coronaviruschallenge coronavirustest covid covid covidwhy india is masking covid why india not testing","unknown","positive"
"9039","every district in india should immediately impose an order like this to combat covid thankscovid","joy","negative"
"9040","try looking up up india and covid that‚Äôs relevant metric covid is currently spreading on every continent amp in both cool amp warm temps it‚Äôs a pandemic it‚Äôs novel which gives it a transmission advantage over older viruses where some population immunity exists","joy","positive"
